timestamp,protocolo,src_ip,dst_ip,proto_interno,info,tamanho_bytes
2025-11-22 06:29:34,Other,-,-,8,Non-IP frame,78
2025-11-22 06:29:35,Other,-,-,8,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:35,Other,-,-,8,Non-IP frame,46
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:36,Other,-,-,8,Non-IP frame,46
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:39,Other,-,-,8,Non-IP frame,77
2025-11-22 06:29:39,Other,-,-,8,Non-IP frame,66
2025-11-22 06:29:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:39,Other,-,-,8,Non-IP frame,66
2025-11-22 06:29:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:40,Other,-,-,8,Non-IP frame,77
2025-11-22 06:29:40,Other,-,-,1544,Non-IP frame,42
2025-11-22 06:29:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:40,Other,-,-,56710,Non-IP frame,110
2025-11-22 06:29:40,Other,-,-,56710,Non-IP frame,114
2025-11-22 06:29:40,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:29:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:43,Other,-,-,56710,Non-IP frame,74
2025-11-22 06:29:43,Other,-,-,56710,Non-IP frame,74
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,56710,Non-IP frame,166
2025-11-22 06:29:44,Other,-,-,56710,Non-IP frame,150
2025-11-22 06:29:44,Other,-,-,8,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:29:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:58,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:58,Other,-,-,1544,Non-IP frame,42
2025-11-22 06:30:58,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:58,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:59,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:59,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:59,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:59,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,179
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,1494
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,607
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,103
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,103
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,223
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,267
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,113
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,113
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,66
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,164
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,66
2025-11-22 06:30:59,Other,-,-,8,Non-IP frame,101
2025-11-22 06:31:00,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:00,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:00,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:00,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:00,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:00,Other,-,-,8,Non-IP frame,66
2025-11-22 06:31:00,Other,-,-,56710,Non-IP frame,110
2025-11-22 06:31:00,Other,-,-,56710,Non-IP frame,114
2025-11-22 06:31:00,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:01,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:02,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:02,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:02,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:02,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:02,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,8,Non-IP frame,77
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:03,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:04,Other,-,-,8,Non-IP frame,77
2025-11-22 06:31:04,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:31:04,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:31:04,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:04,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:04,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:04,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:04,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,8,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:05,Other,-,-,8,Non-IP frame,46
2025-11-22 06:31:06,Other,-,-,8,Non-IP frame,46
2025-11-22 06:31:06,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:06,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:06,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:06,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:31:06,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:14,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:15,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:15,Other,-,-,8,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:16,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:16,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:16,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:18,Other,-,-,56710,Non-IP frame,166
2025-11-22 06:32:18,Other,-,-,56710,Non-IP frame,150
2025-11-22 06:32:18,Other,-,-,56710,Non-IP frame,150
2025-11-22 06:32:18,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:20,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:21,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:22,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:22,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:23,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:23,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:23,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:23,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:23,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:24,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,8,Non-IP frame,60
2025-11-22 06:32:25,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:26,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:26,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:27,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:27,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:27,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:27,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:27,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:27,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:28,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:29,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:30,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:30,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:30,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:30,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:31,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:33,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:33,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:34,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:34,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:34,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:34,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:34,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:34,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:35,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,8,Non-IP frame,60
2025-11-22 06:32:35,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:35,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:36,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:37,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:38,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:39,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:40,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:40,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:40,Other,-,-,56710,Non-IP frame,78
2025-11-22 06:32:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:40,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:41,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:42,Other,-,-,56710,Non-IP frame,74
2025-11-22 06:32:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:42,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:43,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:44,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:44,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:45,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:45,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:45,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:45,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:45,Other,-,-,8,Non-IP frame,60
2025-11-22 06:32:45,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:46,Other,-,-,8,Non-IP frame,77
2025-11-22 06:32:46,Other,-,-,8,Non-IP frame,46
2025-11-22 06:32:46,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:46,Other,-,-,8,Non-IP frame,98
2025-11-22 06:32:47,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:48,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:48,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:48,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:48,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:48,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:49,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,60
2025-11-22 06:32:49,Other,-,-,1544,Non-IP frame,42
2025-11-22 06:32:50,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,82
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,82
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,114
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,138
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,74
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,74
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,583
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,1494
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,985
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,1454
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,1023
2025-11-22 06:32:50,Other,-,-,8,Non-IP frame,66
2025-11-22 06:32:51,Other,-,-,8,Non-IP frame,90
2025-11-22 06:32:51,Other,-,-,8,Non-IP frame,90
2025-11-22 06:32:51,Other,-,-,8,Non-IP frame,259
2025-11-22 06:32:51,Other,-,-,8,Non-IP frame,283
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,94
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,94
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,86
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,1474
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,762
2025-11-22 06:32:51,Other,-,-,56710,Non-IP frame,86
